name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
montgomery,2023-05-22,26,20,22.5,26,20,22.5,18.1,76.7,14.467,100,45.83,rain,0,0,47.9,24.9,56.3,1014,89.9,15.1,186.6,15.9,9,30,2023-05-22T05:43:05,2023-05-22T19:41:07,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-23,20.7,17.8,19.4,20.7,17.8,19.4,15.6,78.6,1.188,100,58.33,rain,0,0,37.7,26.9,65.3,1015.6,99.4,15.8,79.8,6.9,4,10,2023-05-23T05:42:34,2023-05-23T19:41:46,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-24,24.7,17.2,20.3,24.7,17.2,20.3,15.8,76,3.706,100,58.33,rain,0,0,29.5,20.2,53.3,1014.6,93,16,181.3,15.6,8,10,2023-05-24T05:42:06,2023-05-24T19:42:25,0.16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-25,27.7,16.4,22,26.7,16.4,21.8,12.3,60.3,0.03,100,12.5,rain,0,0,31.7,17.9,42,1013,20.4,14.7,327.5,28.4,9,10,2023-05-25T05:41:38,2023-05-25T19:43:04,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-26,28,15.4,21.8,27.5,15.4,21.8,13,59.3,0.009,100,4.17,rain,0,0,35.3,21,47.8,1015.5,24,16,295.6,25.6,8,10,2023-05-26T05:41:12,2023-05-26T19:43:42,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-27,26.7,15.6,20.9,26.5,15.6,20.9,9.3,49.6,0,0,0,,0,0,33.5,19.7,43.8,1017.6,6.6,16,315.6,27.3,10,10,2023-05-27T05:40:48,2023-05-27T19:44:19,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-28,26.9,12.1,20.3,26.8,12.1,20.3,11.6,59.2,0,0,0,,0,0,33.5,15.1,310.8,1015.8,21.5,16,299,25.9,9,10,2023-05-28T05:40:25,2023-05-28T19:44:56,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-29,26.8,16,21.5,26.6,16,21.5,13.1,62.3,0,0,0,,0,0,33.5,15.9,322.9,1013.2,38.1,15.6,289.7,24.9,10,10,2023-05-29T05:40:04,2023-05-29T19:45:33,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-30,28.3,15.1,21.8,27.8,15.1,21.7,13.5,62.3,0,0,0,,0,0,14.8,14.8,35,1013,17.4,16,303.7,26.2,9,10,2023-05-30T05:39:44,2023-05-30T19:46:08,0.36,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-31,29.3,18.2,23.5,29.5,18.2,23.6,16.4,66.3,0,0,0,,0,0,40.7,23.6,81.9,1014.1,42.1,16,238.5,20.8,9,10,2023-05-31T05:39:26,2023-05-31T19:46:43,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-01,29,20.5,24.5,29,20.5,24.6,16.4,62.4,0,0,0,,0,0,37.1,21.3,52.1,1014.3,46.2,16,283.5,24.6,10,10,2023-06-01T05:39:09,2023-06-01T19:47:18,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-02,31.5,18.9,25.1,32,18.9,25.1,15.9,59.8,0,0,0,,0,0,33.5,15.9,23.9,1011.6,9,16,301.3,26,9,10,2023-06-02T05:38:53,2023-06-02T19:47:51,0.45,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-03,32.1,18.6,25.4,30.4,18.6,24.9,14.3,55.9,0,0,0,,0,0,29.5,14.9,27.5,1008.8,7.5,16,301,26.1,9,10,2023-06-03T05:38:40,2023-06-03T19:48:24,0.5,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-04,32.1,18.2,24.8,31.3,18.2,24.7,15.8,60.7,0.998,100,8.33,rain,0,0,59.4,21.5,60.9,1009.7,30.5,14,312.1,26.9,10,30,2023-06-04T05:38:27,2023-06-04T19:48:56,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-05,30.7,19,25,30.2,19,25,16.6,62.1,0.668,100,4.17,rain,0,0,18.4,12.6,121.1,1012.9,25.9,16,300,25.8,10,30,2023-06-05T05:38:17,2023-06-05T19:49:27,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-06,32.1,18.4,25.3,31.2,18.4,25.1,15.9,60,0.021,100,8.33,rain,0,0,33.5,14.9,257.2,1012.7,12.4,15.9,314.3,27.3,9,10,2023-06-06T05:38:07,2023-06-06T19:49:57,0.59,Rain,Clear conditions throughout the day with rain.,rain,"99999973802,KMXF,72226513821,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-07,32.2,19.8,25.7,33.1,19.8,26.1,17.5,63,0.013,100,8.33,rain,0,0,27.7,13.5,259.8,1009,57.7,16,286.2,24.5,9,30,2023-06-07T05:38:00,2023-06-07T19:50:26,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-08,32.2,20,25.8,31.5,20,25.7,17.2,63.2,0,0,0,,0,0,37.1,18.7,285.7,1007.1,21.4,16,265.4,23,9,30,2023-06-08T05:37:53,2023-06-08T19:50:54,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-09,30.8,20,25.1,29.2,20,24.6,12.9,50.4,0,0,0,,0,0,29.5,13.3,34.7,1009.6,21.8,16,273.1,23.5,9,10,2023-06-09T05:37:49,2023-06-09T19:51:22,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-10,32.6,17.6,24.7,31.8,17.6,24.4,14.8,59.1,4.866,100,12.5,rain,0,0,57.2,16.6,157.5,1010.8,30.8,13.9,281.7,24.3,9,10,2023-06-10T05:37:45,2023-06-10T19:51:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-11,33,21.4,25.4,34.3,21.4,25.9,20,73.7,2.169,100,25,rain,0,0,43.8,24.2,199,1009.4,59.1,14,215.8,18.7,8,60,2023-06-11T05:37:44,2023-06-11T19:52:13,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-12,31.2,21.8,26.2,32.9,21.8,26.8,19.7,69.2,4.803,100,16.67,rain,0,0,34.2,16.7,281.7,1009.8,54,15,257.6,22.1,8,60,2023-06-12T05:37:43,2023-06-12T19:52:38,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-13,26,20.8,23,26,20.8,23,18.1,74.3,7.868,100,20.83,rain,0,0,24.1,11.5,301.3,1012.2,56.2,15.2,138,11.8,5,30,2023-06-13T05:37:45,2023-06-13T19:53:01,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-14,32,19.9,23.6,36.1,19.9,24.3,20.1,81.6,37.72,100,41.67,rain,0,0,74.9,23.3,220.7,1008.8,75,13.9,155.1,13.1,7,75,2023-06-14T05:37:47,2023-06-14T19:53:23,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-15,25.2,18.8,21.1,25.2,18.8,21.1,18.4,85.1,40.337,100,75,rain,0,0,57.2,26.2,192.3,1009.4,76.6,15.2,65.5,5.6,5,30,2023-06-15T05:37:51,2023-06-15T19:53:43,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-16,29.7,19.7,24,30.7,19.7,24.3,19.2,76.5,3.364,100,12.5,rain,0,0,47.9,26.2,240.6,1011.1,54,13,241,20.9,9,60,2023-06-16T05:37:57,2023-06-16T19:54:03,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-17,30.7,18.8,24.8,31.8,18.8,25.2,18.7,71.4,0,0,0,,0,0,16.6,9.5,268.6,1011.5,29.4,15.1,277.8,24,9,60,2023-06-17T05:38:03,2023-06-17T19:54:21,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-18,27.2,21.8,24.2,28.5,21.8,24.3,19.7,77.3,0.009,100,4.17,rain,0,0,43.5,23.6,222.2,1011.2,40.4,13.7,137,11.9,5,60,2023-06-18T05:38:12,2023-06-18T19:54:38,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-19,28.7,20.5,23.5,31.7,20.5,23.8,19.7,79.5,7.558,100,50,rain,0,0,68.4,23.2,200.4,1009.2,43.1,15.8,112.2,9.8,5,75,2023-06-19T05:38:21,2023-06-19T19:54:54,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-20,31.1,19.9,25.3,32,19.9,25.7,19,71.4,4.576,100,16.67,rain,0,0,64.8,16.7,259.8,1008.9,62.9,12.1,281.5,24.4,9,30,2023-06-20T05:38:32,2023-06-20T19:55:09,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-21,28.5,20.7,23.7,29.8,20.7,23.9,19.7,78.9,0.841,100,20.83,rain,0,0,14.8,11.9,29.4,1007.7,53.1,15.6,172.8,14.9,9,30,2023-06-21T05:38:44,2023-06-21T19:55:22,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-22,29.9,21.2,24.7,31,21.2,25,19,72.2,6.677,100,12.5,rain,0,0,14.8,11.6,306.2,1010.2,62.9,15.7,232.5,20.1,9,30,2023-06-22T05:38:58,2023-06-22T19:55:34,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-23,30.3,20.8,25.3,30.6,20.8,25.4,18.1,67.5,0,0,0,,0,0,33.5,18.6,278.9,1013.3,32.6,15.7,312.3,27,10,10,2023-06-23T05:39:12,2023-06-23T19:55:44,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-24,31.9,19.3,25.7,32.6,19.3,26.1,18.4,67.1,0,0,0,,0,0,18.4,10.7,258,1015.2,13.2,15.8,304.4,26.2,9,10,2023-06-24T05:39:28,2023-06-24T19:55:53,0.21,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-25,33.6,20.6,27.3,38.7,20.6,29.6,21.2,71.3,0,0,0,,0,0,35.3,19.6,205.4,1014.1,15.5,15.5,302.5,26.3,10,60,2023-06-25T05:39:45,2023-06-25T19:56:01,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-26,32.8,22.7,27.5,36.3,22.7,29,21.3,70.5,0.018,100,8.33,rain,0,0,31.7,15.7,247.3,1011.3,36,16,322.3,27.8,9,60,2023-06-26T05:40:04,2023-06-26T19:56:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999973802,KMXF,72226513821,F7894,TT396,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-27,33.8,23.7,28.5,35.7,23.7,29.7,21.2,67.6,0,0,0,,0,0,27.7,13,278,1011.6,21.7,16,329.3,28.2,10,30,2023-06-27T05:40:23,2023-06-27T19:56:12,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-28,33.9,21.2,27.6,34.3,21.2,28.1,19.3,64.5,0,0,0,,0,0,16.6,10.8,5.7,1013.4,1.6,15,333.9,28.7,10,30,2023-06-28T05:40:44,2023-06-28T19:56:15,0.34,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-29,34.9,22.2,28.6,35.7,22.2,29.6,20.1,64.3,0,0,0,,0,0,11.2,13.9,11.6,1015.2,3,15.5,326.9,28.3,10,10,2023-06-29T05:41:05,2023-06-29T19:56:17,0.38,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-06-30,35.9,22.7,29.1,39.4,22.7,31,21.5,66.5,0,0,0,,0,0,29.5,13.4,165.9,1015.7,2.6,15.7,327.5,28.3,9,60,2023-06-30T05:41:28,2023-06-30T19:56:17,0.41,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-07-01,36.1,22.9,29.4,40.3,22.9,31.6,21.1,63,0,0,0,,0,0,42.5,27,307,1015,11.8,16,303.7,26.4,9,60,2023-07-01T05:41:52,2023-07-01T19:56:16,0.44,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-02,36.1,22.8,27.9,43.7,22.8,30.6,22.5,74.6,5.339,100,20.83,rain,0,0,75.2,25.7,242.5,1014,20.8,15.6,279.6,24.3,9,75,2023-07-02T05:42:17,2023-07-02T19:56:13,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999973802,KMXF,72226513821,F7894,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-03,33.8,22.2,27.7,37.6,22.2,29.8,21.8,72.2,1.395,100,4.17,rain,0,0,18.4,16.2,201.3,1015.2,32.9,15.9,283.6,24.6,9,60,2023-07-03T05:42:43,2023-07-03T19:56:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"99999973802,KMXF,72226513821,F7894,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-04,33.8,23.2,27.1,36.6,23.2,28.7,22.1,75.8,0.273,100,16.67,rain,0,0,14.8,13.9,230.6,1016.5,40,15.9,247.4,21.3,10,60,2023-07-04T05:43:09,2023-07-04T19:56:03,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-07-05,32.6,22.9,26.1,36.5,22.9,27.3,22.1,80.3,31.949,100,29.17,rain,0,0,55.4,17.9,340.3,1016.5,56.1,12.6,240.5,20.6,9,60,2023-07-05T05:43:37,2023-07-05T19:55:56,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-06,33.4,23.2,27.6,37,23.2,29.4,22.2,74.4,0.009,100,4.17,rain,0,0,18.4,17.1,273,1014.7,28.9,15.5,269.3,23.4,9,60,2023-07-06T05:44:05,2023-07-06T19:55:47,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-07,33.2,22.1,26.2,37.2,22.1,27.3,21.2,75.7,42.161,100,29.17,rain,0,0,53.6,13.1,265.7,1012.9,61.9,15.2,255.1,21.9,8,60,2023-07-07T05:44:35,2023-07-07T19:55:37,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-08,31.2,21.9,24.4,35.2,21.9,25.2,21.6,85.4,4.058,100,25,rain,0,0,48.7,26.1,276.2,1013,47.4,15.5,196.3,16.9,8,30,2023-07-08T05:45:05,2023-07-08T19:55:25,0.68,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-09,31.2,22,24.7,35.3,22,25.6,21.8,84.9,10.457,100,29.17,rain,0,0,31.7,16.8,216.3,1012.7,84.7,15.2,195.8,17,9,60,2023-07-09T05:45:36,2023-07-09T19:55:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-10,31.2,23.4,26.6,32.8,23.4,27.5,21.5,75.7,2.798,100,16.67,rain,0,0,22.3,17.6,316.9,1012.5,59.9,13.8,301.6,26,10,30,2023-07-10T05:46:07,2023-07-10T19:54:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-11,33,22.2,27.5,34.6,22.2,28.7,21.4,72,0,0,0,,0,0,14.8,9.2,255.2,1015.1,9.8,15,284.7,24.5,9,10,2023-07-11T05:46:40,2023-07-11T19:54:39,0.79,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-12,34.1,23.2,26.9,37.6,23.2,28.2,22,76.9,4.886,100,12.5,rain,0,0,45.1,24.2,246.2,1015.4,31.4,15.1,285.1,24.7,9,30,2023-07-12T05:47:13,2023-07-12T19:54:21,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-13,30.3,22.2,24.9,34.9,22.2,25.4,22.3,86,31.486,100,29.17,rain,0,0,53.6,13.8,201.6,1014.1,67,15.1,155.2,13.3,7,30,2023-07-13T05:47:46,2023-07-13T19:54:02,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,KMGM,72226013895,K1A9"
montgomery,2023-07-14,32.4,23.9,26.9,37.2,23.9,28.8,22.8,79.4,0,0,0,,0,0,14.8,7.5,218.1,1013.3,69.3,15,234.5,20.2,8,60,2023-07-14T05:48:20,2023-07-14T19:53:40,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-15,33.5,23.1,27.9,39.2,23.1,30.4,22.8,75.6,0,0,0,,0,0,38.9,17.1,265.7,1013.3,41.8,16,271,23.3,9,60,2023-07-15T05:48:55,2023-07-15T19:53:17,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-16,33.4,22,28.1,39.5,22,30.5,22.7,73.9,19.316,100,12.5,rain,0,0,57.2,11.9,330.4,1014.3,55.8,16,296.3,25.6,9,60,2023-07-16T05:49:30,2023-07-16T19:52:53,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-07-17,32.8,23.6,27.7,35.7,23.6,29.2,22.3,74.4,0,0,0,,0,0,14.8,7.6,350.7,1015.9,20.2,15.7,225.8,19.6,8,30,2023-07-17T05:50:06,2023-07-17T19:52:27,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-07-18,33.9,23.3,28.3,38.1,23.3,30.8,22.9,75.6,0,0,0,,0,0,11.2,10.3,248.9,1017.6,15.4,11.6,264.1,22.7,8,60,2023-07-18T05:50:43,2023-07-18T19:52:00,0.03,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-19,34,24,28.9,39.9,24,31.9,22.8,71,2.41,100,16.67,rain,0,0,37.8,23.3,316.1,1018.8,36.7,16,259.6,22.5,9,75,2023-07-19T05:51:19,2023-07-19T19:51:31,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-20,35.1,24.8,29.9,40.6,24.8,33.9,23.8,71.8,0,0,0,,0,0,29.5,12.5,244.4,1017.5,31,15.4,305.1,26.2,9,75,2023-07-20T05:51:57,2023-07-20T19:51:00,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-21,34.7,24.4,29.4,40,24.4,32.7,23.4,72,4.463,100,8.33,rain,0,0,77.8,14.6,278.4,1014.1,34.5,15.6,301.3,25.9,9,75,2023-07-21T05:52:34,2023-07-21T19:50:28,0.13,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-22,31.8,22.8,25.6,35.5,22.8,26.5,21.6,79.6,3.008,100,37.5,rain,0,0,47.9,15.1,295.3,1012.6,36.2,15.8,189.6,16.2,9,30,2023-07-22T05:53:12,2023-07-22T19:49:55,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-23,32.8,22.5,27.1,34.2,22.5,27.9,20.4,69.5,0,0,0,,0,0,18.4,10.1,321.4,1014.2,37.2,15.8,291.7,25.3,9,10,2023-07-23T05:53:50,2023-07-23T19:49:20,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-24,33.1,20.8,26.8,32.9,20.8,27.1,18.7,64.9,0,0,0,,0,0,13,8.4,14.4,1018.1,12.8,16,317.8,27.3,9,10,2023-07-24T05:54:29,2023-07-24T19:48:43,0.23,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-25,33.9,20.6,27.3,33.7,20.6,27.6,18.5,62.9,0,0,0,,0,0,13,9.3,356.1,1019.8,2,16,313.4,27.2,9,30,2023-07-25T05:55:07,2023-07-25T19:48:06,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-26,34.6,22.3,28.5,37.3,22.3,29.7,20.8,66.8,0,0,0,,0,0,27.7,9.1,335.9,1018.7,9.4,14.7,286.9,24.8,10,30,2023-07-26T05:55:47,2023-07-26T19:47:26,0.3,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-07-27,35.9,23.8,29.6,38.5,23.8,31.4,21.3,65.1,0,0,0,,0,0,14.8,7.3,57.3,1017.8,9.6,15.6,309.1,26.6,9,30,2023-07-27T05:56:26,2023-07-27T19:46:46,0.33,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-28,34.6,24.7,29.1,38,24.7,31.1,21.6,65.8,0,0,0,,0,0,14.8,23.7,175.6,1018.2,25.6,15.8,257.3,22.1,9,60,2023-07-28T05:57:05,2023-07-28T19:46:04,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-29,35.8,24.3,29.3,39,24.3,31.2,21.4,64.9,0,0,0,,0,0,20.5,13.1,287.5,1017.8,27,15.6,253.2,21.8,9,60,2023-07-29T05:57:45,2023-07-29T19:45:20,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-30,34.9,22.8,26.6,40,22.8,27.7,22.1,77.7,14.289,100,12.5,rain,0,0,59,16.9,290.8,1016.3,19.4,15.3,183.2,15.8,9,75,2023-07-30T05:58:25,2023-07-30T19:44:36,0.43,Rain,Clear conditions throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-07-31,34.3,22.3,27.4,35.1,22.3,28,20.1,68.8,0,0,0,,0,0,16.6,14.1,358.6,1015.8,38.3,12.4,300.9,26.3,10,30,2023-07-31T05:59:04,2023-07-31T19:43:50,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
